"name";"type";"country"
"CV-15/伦道夫号";"航空母舰";"美国"
"CV-67/肯尼迪号 航空母舰";"航空母舰";"美国"
"CV-34/奥里斯坎尼号";"航空母舰";"美国"
"CVL-49/赖特号/Wright 航空母舰";"航空母舰";"美国"
"CV-22/独立号 航空母舰";"航空母舰";"美国"
"AVG-1/长岛号/LongIsland 航空母舰";"航空母舰";"美国"
"CV-39/张伯伦湖号";"航空母舰";"美国"
"CV-10/约克城号";"航空母舰";"美国"
"CV-20/本宁顿号";"航空母舰";"美国"
"CV-40/塔拉瓦号";"航空母舰";"美国"
"博格级护航航空母舰";"航空母舰";"美国"
"CV-63/小鹰号 航空母舰";"航空母舰";"美国"
"射手级航母/ARCHER ";"航空母舰";"美国"
"卡萨布兰卡级/Casablanca 航空母舰";"航空母舰";"美国"
"CVB-42/罗斯福号 航空母舰";"航空母舰";"美国"
"CVB-41中途岛/Midway 航空母舰";"航空母舰";"美国"
"科芒斯曼特湾/Commencementbay 航空母舰";"航空母舰";"美国"
"桑加蒙级/Sangamon 航空母舰";"航空母舰";"美国"
"福莱斯特级/Forrestal 航空母舰";"航空母舰";"美国"
"统治者级/Ruler 航空母舰";"航空母舰";"美国"
"CV-59/福莱斯特号 航空母舰";"航空母舰";"美国"
"CVN-69/艾森豪威尔号/Eisenhower  航空母舰";"航空母舰";"美国"
"CVN-75/杜鲁门号/Truman 航空母舰";"航空母舰";"美国"
"CVN-71/罗斯福号 航空母舰";"航空母舰";"美国"
"CVN-76/里根号/Ronald Reagan 航空母舰";"航空母舰";"美国"
"CVN-73/华盛顿号/George Washington 航空母舰";"航空母舰";"美国"
"CVB-43/珊瑚海/Coral Sea 航空母舰";"航空母舰";"美国"
"CV-64/星座号 航空母舰";"航空母舰";"美国"
"CVN-68/尼米兹号 航空母舰";"航空母舰";"美国"
"CVN-70/卡尔.文森号/Carl Vinson 航空母舰";"航空母舰";"美国"
"CVN-74/约翰·C·斯坦尼斯号 航空母舰";"航空母舰";"美国"
"CVN-72/林肯号/Lincoln 航空母舰";"航空母舰";"美国"
"CV-61/突击者号 航空母舰";"航空母舰";"美国"
"CVB-41/中途岛级航空母舰/Midway";"航空母舰";"美国"
"葛城/Katsuragi  航空母舰";"航空母舰";"日本"
"祥凤号/Shoho";"航空母舰";"日本"
"千岁号/Zuiho";"航空母舰";"日本"
"云龙号/Unryu";"航空母舰";"日本"
"翔鹤号/Shokaku 航空母舰";"航空母舰";"美国"
"苍龙号/Soryu 航空母舰";"航空母舰";"日本"
"凤翔级/Hosho航空母舰";"航空母舰";"日本"
"笠置号/Kasagi ";"航空母舰";"日本"
"基辅级航空母舰";"航空母舰";"苏/俄"
"瑞鹤号/Zuikak";"航空母舰";"日本"
"神威号/Kamoi ";"航空母舰";"日本"
"冲鹰号航空母舰/Chuyo ";"航空母舰";"日本"
"苍龙级/Soryu 航空母舰";"航空母舰";"日本"
"瑞凤号/Zuiho 航空母舰";"航空母舰";"日本"
"云龙级/Unryu";"航空母舰";"日本"
"龙骧号/Ryujo轻型航空母舰";"航空母舰";"日本"
"加贺号/Kaga航空母舰";"航空母舰";"日本"
"赤城号/Akagi 航空母舰";"航空母舰";"日本"
"龙凤号/Ryuho";"航空母舰";"日本"
"飞龙号/Hiryu航空母舰";"航空母舰";"日本"
"信浓号/Shinano";"航空母舰";"日本"
"翔鹤级/Shokaku";"航空母舰";"日本"
"祥凤级/Shoho 航空母舰";"航空母舰";"日本"
"大凤号/Taiho航空母舰";"航空母舰";"日本"
"能登吕号/Notoro 航空母舰";"航空母舰";"日本"
"隼鹰号/Junyo 航空母舰";"航空母舰";"日本"
"云鹰号/Unyo 航空母舰";"航空母舰";"日本"
"日进号/Nisshin 航空母舰";"航空母舰";"日本"
"千代田号/Chiyoda 航空母舰";"航空母舰";"日本"
"瑞穗号/Nisshin 航空母舰";"航空母舰";"日本"
"若宫号/Wakamiya 航空母舰";"航空母舰";"日本"
"神鹰级/Chiyoda 航空母舰";"航空母舰";"日本"
"秋津洲号/Akitsushima 航空母舰";"航空母舰";"日本"
"飞鹰号/Hiyo 航空母舰";"航空母舰";"日本"
"千岁级/Zuiho 航空母舰";"航空母舰";"日本"
"大鹰号/Taiyo 航空母舰";"航空母舰";"日本"
"贝劳森林号航空母舰/CVL-24";"航空母舰";"美国"
"拉法耶特号/Lafayette No ";"航空母舰";"美国"
"克里蒙梭级";"航空母舰";"法国"
"贝亚恩号航空母舰/Bearn";"航空母舰";"法国"
"海鹰级/Kaiyo 轻型航空母舰";"航空母舰";"日本"
"新罗西斯克号";"航空母舰";"苏/俄"
"拉法叶号/R96/兰利号";"航空母舰";"美国"
"飞鹰级/Hiyo 航空母舰";"航空母舰";"美国"
"凯沃尔号/Cavour 航空母舰";"航空母舰";"意大利"
"大鹰级/Taiyo 航空母舰";"航空母舰";"日本"
"博伊斯-贝莱奥号航空母舰/Boyce Beilai Ao ";"航空母舰";"美国"
"阿罗芒什号/Arromanches航空母舰";"航空母舰";"英国"
"5月25日号";"航空母舰";"阿根廷"
"R38/胜利号/Victorious ";"航空母舰";"英国"
"独角兽号/Unicorn航空母舰";"航空母舰";"英国"
"R87/卓越号航空母舰/Illustrious ";"航空母舰";"英国"
"R21/墨尔本号/Melbourne";"航空母舰";"英国"
"查克里·纳吕贝特号 航空母舰";"航空母舰";"泰国"
"维兰玛迪雅号/Vikramaditya";"航空母舰";"印度"
"圣保罗号/福熙号";"航空母舰";"法国"
"R92/不屈号/Indomitable ";"航空母舰";"英国"
"维卡兰号/VIKRANT航母";"航空母舰";"英国"
"卓越级航空母舰";"航空母舰";"英国"
"米勒斯吉拿斯号";"航空母舰";"英国"
"皇家方舟号航空母舰";"航空母舰";"英国"
"B航舰";"航空母舰";"德国"
"戴达罗号航空母舰";"航空母舰";"美国"
"光辉级航空母舰";"航空母舰";"英国"
"竞技神号/Hermes 航空母舰";"航空母舰";"英国"
"格拉夫·齐柏林/A航舰 航空母舰";"航空母舰";"德国"
"巨人级轻型航母";"航空母舰";"英国"
"百眼巨人号/Argus 航空母舰";"航空母舰";"英国"
"半人马级航空母舰";"航空母舰";"英国"
"BB-6/肯塔基号/Kentucky 战列舰";"战列舰";"美国"
"定远舰战列舰";"战列舰";"德国"
"扶桑号/Fuso战列舰";"战列舰";"日本"
"北卡罗来纳级 ";"战列舰";"美国"
"玛丽皇后级 战列舰";"战列舰";"苏/俄"
"宾夕法尼亚级";"战列舰";"美国"
"阿尔汉格尔斯克号战列舰";"战列舰";"苏/俄"
"尼古拉一世级 战列舰";"战列舰";"苏/俄"
"23型/苏联级 战列舰";"战列舰";"苏/俄"
"BB-8/亚拉巴马号/Alabama战列舰";"战列舰";"美国"
"塞瓦斯托波尔级/甘古特级战列舰";"战列舰";"苏/俄"
"武藏号/Musashi 战列舰";"战列舰";"日本"
"内华达号战列舰";"战列舰";"美国"
"南达科他级战列舰(1920年) ";"战列舰";"美国"
"BB-5/奇沙治号战列舰";"战列舰";"美国"
"BB-18/康涅狄格号战列舰/Connecticut ";"战列舰";"美国"
"BB-61/艾奥瓦号/Iowa战列舰";"战列舰";"美国"
"南达科他级战列舰(1941年)";"战列舰";"美国"
"BB-56/华盛顿号战列舰/Washington";"战列舰";"美国"
"BB-23/密西西比号战列舰";"战列舰";"美国"
"蒙大拿级战列舰/Montana ";"战列舰";"美国"
"印第安纳级战列舰/Indiana";"战列舰";"美国"
"科罗拉多级";"战列舰";"美国"
"BB-25/新罕布什尔号";"战列舰";"美国"
"BB-26/南卡罗来纳号战列舰";"战列舰";"美国"
"BB-52/北卡罗来纳号";"战列舰";"美国"
"新墨西哥级";"战列舰";"美国"
"BB-63/密苏里号/Missouri";"战列舰";"美国"
"BB-48/西弗吉尼亚号/West Virginia ";"战列舰";"美国"
"南卡罗来纳级战列舰";"战列舰";"美国"
"BB-51/蒙大拿号战列舰/Montana ";"战列舰";"美国"
"BB-28/特拉华级战列舰/Delaware";"战列舰";"美国"
"内华达级";"战列舰";"美国"
"衣阿华级战列舰";"战列舰";"美国"
"特拉华级战列舰";"战列舰";"美国"
"BB-49/南达科他号战列舰";"战列舰";"美国"
"BB-55/北卡罗来纳号/North Carolina 战列舰";"战列舰";"美国"
"纽约级战列舰";"战列舰";"美国"
"BB-59/马萨诸塞号/Massachusetts 战列舰";"战列舰";"美国"
"BB-28/特拉华号/Delaware 战列舰";"战列舰";"美国"
"BB-30/佛罗里达号/Florida 战列舰";"战列舰";"美国"
"田纳西级战列舰";"战列舰";"美国"
"BB-27/密歇根号/Michigan 战列舰";"战列舰";"美国"
"佛罗里达级战列舰";"战列舰";"美国"
"BB-34/纽约号/New York 战列舰";"战列舰";"美国"
"BB-32/怀俄明号/Wyoming 战列舰";"战列舰";"美国"
"BB-2/麻萨诸塞号战列舰/Massachusetts";"战列舰";"美国"
"BB-67/蒙大拿号/Montana　战列舰";"战列舰";"美国"
"BB-45/科罗拉多号/Colorado 战列舰";"战列舰";"美国"
"BB-62 新泽西号 New Jersey";"战列舰";"美国"
"BB-3/俄勒冈号/Oregon";"战列舰";"美国"
"缅因级战列舰";"战列舰";"美国"
"弗吉尼亚级";"战列舰";"美国"
"BB-4 艾奥瓦/衣阿华号战列舰";"战列舰";"美国"
"BB-38/宾夕法尼亚号/Pennsylvania";"战列舰";"美国"
"BB-58 印第安纳号";"战列舰";"美国"
"伊利诺伊级";"战列舰";"美国"
"BB-69/缅因号/Maine";"战列舰";"美国"
"康涅狄格级战列舰";"战列舰";"美国"
"怀俄明级战列舰";"战列舰";"美国"
"BB-24/爱达荷号/Idaho 战列舰";"战列舰";"美国"
"BB-11/密苏里号/Missouri 战列舰";"战列舰";"美国"
"BB-17/罗德岛号/Rhode Island 战列舰";"战列舰";"美国"
"BB-1/印第安纳号/Indiana";"战列舰";"美国"
"BB-33/阿肯色号/Arkansas 战列舰";"战列舰";"美国"
"BB-31/犹他号/Utah 战列舰";"战列舰";"美国"
"BB-71 路易斯安那号";"战列舰";"美国"
"BB-14/内布拉斯加号/Nebraska 战列舰";"战列舰";"美国"
"BB-22/明尼苏达号/Minnesota 战列舰";"战列舰";"美国"
"弗朗切斯科·卡拉乔洛级 战列舰";"战列舰";"意大利"
"BB-5/奇沙治号 ";"战列舰";"美国"
"BB-19/路易斯安那号/Louisiana 战列舰";"战列舰";"美国"
"BB-46/马里兰号/Maryland 战列舰";"战列舰";"美国"
"BB-7/伊利诺伊号";"战列舰";"美国"
"BB-12/俄亥俄号/Ohio 战列舰";"战列舰";"美国"
"BB-13/弗吉尼亚号";"战列舰";"美国"
"BB-68/Ohio/俄亥俄号 ";"战列舰";"美国"
"BB-9/威斯康辛号/Wisconsin";"战列舰";"美国"
"BB-40/新墨西哥号";"战列舰";"美国"
"BB-70/新罕布什尔号 ";"战列舰";"美国"
"BB-37/俄克拉何马号/Oklahoma 战列舰";"战列舰";"美国"
"安德烈亚·多里亚级战列舰";"战列舰";"意大利"
"BB-16/新泽西号 ";"战列舰";"美国"
"BB-39/亚利桑那号/Arizona 战列舰";"战列舰";"美国"
"BB-21/堪萨斯号";"战列舰";"美国"
"BB-35/得克萨斯号/Texas 战列舰";"战列舰";"美国"
"BB-66/肯塔基号/Kentucky 战列舰";"战列舰";"美国"
"BB-43/田纳西号 ";"战列舰";"美国"
"BB-37/俄克拉荷马号";"战列舰";"美国"
"BB-46/马里兰号战列舰";"战列舰";"美国"
"BB-10/缅因号/Maine ";"战列舰";"美国"
"BB-60/亚拉巴马号 ";"战列舰";"美国"
"BB-42/爱达荷号/Idaho 战列舰";"战列舰";"美国"
"BB-31/AG-16/犹他号/Utah 战列舰";"战列舰";"美国"
"BB-41/密西西比号战列舰";"战列舰";"美国"
"BB-44/加利福尼亚号战列舰";"战列舰";"美国"
"天城级/Amagi 战列舰";"战列舰";"日本"
"伊势号/Ise";"战列舰";"日本"
"青叶号/Aoba";"战列舰";"日本"
"BB-20/佛蒙特号战列舰";"战列舰";"美国"
"BB-15/佐治亚号战列舰 ";"战列舰";"美国"
"扶桑级/Fuso战列舰";"战列舰";"日本"
"金刚级/Kongo战列舰";"战列舰";"日本"
"雾岛号/Kirishima";"战列舰";"日本"
"大和级/Yamato战列舰";"战列舰";"日本"
"伊势级/Ise";"战列舰";"日本"
"长门级/Nagato 战列舰";"战列舰";"日本"
"BB-47/华盛顿号战列舰";"战列舰";"美国"
"大和号/Yamato战列舰";"战列舰";"日本"
"长门号/Nagato 战列舰";"战列舰";"日本"
"敦刻尔克级/Dunkerque战列舰";"战列舰";"法国"
"比睿号/Hiei巡洋战舰";"战列舰";"日本"
"榛名号/Haruna";"战列舰";"日本"
"陆奥号/Mutsu ";"战列舰";"日本"
"黎赛留级战列舰/Richelieu";"战列舰";"法国"
"山城号/Yamashiro";"战列舰";"日本"
"维托里奥·维内托级 战列舰";"战列舰";"意大利"
"加富尔伯爵级战列舰";"战列舰";"意大利"
"日向号/Hyuga ";"战列舰";"日本"
"金刚号/Kongo战列舰";"战列舰";"英国"
"无畏级/Dreadnaught  战列舰";"战列舰";"英国"
"纳尔逊级";"战列舰";"英国"
"孤拔级/科尔贝级战列舰";"战列舰";"法国"
"英王乔治五世级战列舰 (1936年) ";"战列舰";"英国"
"俾斯麦号战列舰";"战列舰";"德国"
"加富尔伯爵号战列舰";"战列舰";"意大利"
"朱利奥·凯撒号";"战列舰";"意大利"
"镇远舰 铁甲舰";"战列舰";"德国"
"莱昂纳多·达·芬奇号";"战列舰";"意大利"
"布列塔尼级/Bretagne战列舰";"战列舰";"法国"
"高雄级重巡洋舰/Takao ";"巡洋舰";"日本"
"“喀拉”级导弹巡洋舰";"巡洋舰";"苏/俄"
"天城号/Amagi";"巡洋舰";"日本"
"“无敌”级常规动力航空母舰";"巡洋舰";"英国"
"“尹永夏”级(PKG)导弹巡逻艇";"巡洋舰";"韩国"
"最上级重巡洋舰/Mogami ";"巡洋舰";"日本"
"“靛康德罗加”级(“宙斯盾”级)导弹巡洋舰";"巡洋舰";"美国"
"“格劳海军上将”级巡洋舰";"巡洋舰";"荷兰"
"古鹰级/Furutaka";"巡洋舰";"日本"
"青叶级/Aoba";"巡洋舰";"日本"
"“基洛夫”级核动力导弹巡洋舰";"巡洋舰";"苏/俄"
"“光荣”级导弹巡洋舰";"巡洋舰";"苏/俄"
"天龙级/Tenryu";"巡洋舰";"日本"
"古鹰号/Furutaka 巡洋舰";"巡洋舰";"日本"
"那智号/Nachi ";"巡洋舰";"日本"
"衣笠号/Kinugasa ";"巡洋舰";"日本"
"川内级/Sendai 巡洋舰";"巡洋舰";"日本"
"三偎号/Mikuma";"巡洋舰";"日本"
"阿贺野级/Agano巡洋舰";"巡洋舰";"日本"
"长良级/Nagara 巡洋舰";"巡洋舰";"日本"
"妙高级/Myoko 巡洋舰";"巡洋舰";"日本"
"加古号/Kako巡洋舰";"巡洋舰";"日本"
"球磨级/Kuma";"巡洋舰";"日本"
"夕张级/Yubari";"巡洋舰";"日本"
"多摩号/Tama轻巡洋舰";"巡洋舰";"日本"
"天龙号/Tenryu";"巡洋舰";"日本"
"阿武隈号/Abukuma巡洋舰";"巡洋舰";"日本"
"吉野号快速/YOSHINO巡洋舰";"巡洋舰";"日本"
"爱宕号/Atago巡洋舰";"巡洋舰";"日本"
"那珂号轻巡洋舰/Naka ";"巡洋舰";"日本"
"酒勾号轻/Sakawa巡洋舰";"巡洋舰";"日本"
"长良号/Nagara 巡洋舰";"巡洋舰";"日本"
"大淀级/Oyodo轻型巡洋舰";"巡洋舰";"日本"
"阿贺野号/Agano轻巡洋舰";"巡洋舰";"日本"
"球磨号/Kuma";"巡洋舰";"日本"
"龙田号/Tatsuda ";"巡洋舰";"日本"
"松岛号防护巡洋舰/matsushima";"巡洋舰";"日本"
"夕张号/Yubari";"巡洋舰";"日本"
"最上号/Mogami";"巡洋舰";"日本"
"川内号/Sendai 巡洋舰";"巡洋舰";"日本"
"出云号/Izumo 巡洋舰";"巡洋舰";"日本"
"高雄号/Takao 巡洋舰";"巡洋舰";"日本"
"新高号/Niitaka";"巡洋舰";"日本"
"木曾号/KISO";"巡洋舰";"日本"
"由良号/Yura";"巡洋舰";"日本"
"鬼怒号/Kinu 巡洋舰";"巡洋舰";"日本"
"妙高号/Myoko";"巡洋舰";"日本"
"矢矧号轻巡洋舰/Yahagi ";"巡洋舰";"日本"
"严岛号/Itsukushima 巡洋舰";"巡洋舰";"日本"
"名取号/Natori 轻巡洋舰";"巡洋舰";"日本"
"能代号/Noshiro 巡洋舰";"巡洋舰";"日本"
"北上号/Kitakami 巡洋舰";"巡洋舰";"日本"
"生驹号/Ikoma 巡洋舰";"巡洋舰";"日本"
"筑波号/Tsukuba";"巡洋舰";"日本"
"五十铃号/Isuzu 巡洋舰";"巡洋舰";"日本"
"摩耶号/Maya 巡洋舰";"巡洋舰";"日本"
"羽黑号/Haguro 重巡洋舰";"巡洋舰";"日本"
"对马号/Tsushima 巡洋舰";"巡洋舰";"日本"
"足柄号/Ashigara 巡洋舰";"巡洋舰";"日本"
"铃谷号/Suzuya 巡洋舰";"巡洋舰";"日本"
"鸟海号/Chokai 重巡洋舰";"巡洋舰";"日本"
"红色高加索号 重巡洋舰";"巡洋舰";"苏/俄"
"1134A型/克列斯塔II级 巡洋舰";"巡洋舰";"苏/俄"
"熊野号/Kumano 重巡洋舰";"巡洋舰";"日本"
"斯维尔德洛夫级 巡洋舰";"巡洋舰";"苏/俄"
"桥立号/Hashidate 巡洋舰";"巡洋舰";"日本"
"神通号/Shintsu 巡洋舰";"巡洋舰";"日本"
"克列斯塔I级 巡洋舰";"巡洋舰";"苏/俄"
"磐手号/Iwate 巡洋舰";"巡洋舰";"日本"
"58型/肯达级 导弹巡洋舰";"巡洋舰";"苏/俄"
"林仙级轻巡洋舰/Arethusa";"巡洋舰";"英国"
"大井号/Oii 轻巡洋舰";"巡洋舰";"日本"
"超勇舰 巡洋舰";"巡洋舰";"中国"
"不倦级/Indefatigable 战列巡洋舰";"巡洋舰";"英国"
"城级爱丁堡号/Edinburgh 巡洋舰";"巡洋舰";"英国"
"海容级巡洋舰";"巡洋舰";"中国"
"狮级/Lion 战列巡洋舰";"巡洋舰";"英国"
"致远舰";"巡洋舰";"中国"
"虎号/Tiger 战列巡洋舰";"巡洋舰";"英国"
"定远级巡洋舰 ";"巡洋舰";"中国"
"声望级战列巡洋舰";"巡洋舰";"英国"
"胡德号 战列巡洋舰";"巡洋舰";"英国"
"致远级 巡洋舰";"巡洋舰";"中国"
"肯特级重巡洋舰/Kent ";"巡洋舰";"英国"
"约克级重型巡洋舰";"巡洋舰";"英国"
"伦敦级重巡洋舰";"巡洋舰";"英国"
"超勇级 巡洋舰";"巡洋舰";"中国"
"平远舰";"巡洋舰";"中国"
"诺福克级重巡洋舰";"巡洋舰";"英国"
"经远级巡洋舰";"巡洋舰";"中国"
"冯·德·坦恩号战列巡洋舰";"巡洋舰";"德国"
"扬威舰";"巡洋舰";"中国"
"狄多级轻型巡洋舰";"巡洋舰";"英国"
"柯尼斯堡级/K级";"巡洋舰";"德国"
"靖远舰/巡洋舰";"巡洋舰";"中国"
"沙恩霍斯特级";"巡洋舰";"德国"
"莱比锡号/Leipzig";"巡洋舰";"德国"
"恩登号/Ender轻巡洋舰";"巡洋舰";"德国"
"塞德利茨号/Seydlitz";"巡洋舰";"德国"
"济远舰/巡洋舰";"巡洋舰";"中国"
"广甲舰 巡洋舰";"巡洋舰";"中国"
"重庆号 巡洋舰";"巡洋舰";"中国"
"沙恩霍斯特号/Scharnhorst";"巡洋舰";"德国"
"莱比锡级";"巡洋舰";"德国"
"海圻号 巡洋舰";"巡洋舰";"中国"
"“布朗上将”级（Meko 360）导弹驱逐舰";"驱逐舰";"德国"
"052C型（旅洋Ⅱ级）驱逐舰";"驱逐舰";"中国"
"052D型驱逐舰";"驱逐舰";"中国"
"“普拉岸”(Prat)级（原“郡”级)驱逐舰";"驱逐舰";"英国"
"“旅海”(Luhai)级导弹驱逐舰";"驱逐舰";"中国"
"“海口”号(171)";"驱逐舰";"中国"
"“旅沪”（Luhu）级导弹驱逐舰";"驱逐舰";"中国"
"“阿利·伯克”（Arleigh Burke）级导弹驱逐舰";"驱逐舰";"美国"
"“勇敢”（45型）级导弹驱逐舰";"驱逐舰";"英国"
"“易洛魁人”(Iroquoi)级导弹驱逐舰";"驱逐舰";"加拿大"
"“旅大”(Luda)I/Ⅱ级(051、051D、051z)导弹驱逐舰";"驱逐舰";"中国"
"“旅大”Ⅲ051DT级导弹驱逐舰";"驱逐舰";"中国"
"“卡萨德”(cassard)级(F 70)导弹驱逐舰";"驱逐舰";"法国"
"“地平线”级驱逐舰";"驱逐舰";"法国"
"“乔治•莱格”（Georges Leygues）级导弹驱逐舰";"驱逐舰";"法国"
"052B型驱逐舰(“旅洋”I级)";"驱逐舰";"中国"
"“德•拉•潘尼”(Dela Penne)级(原“阿尼莫索”级)导弹驱逐舰";"驱逐舰";"意大利"
"“德里”（Delhi）级导弹驱逐舰";"驱逐舰";"印度"
"“朝雾”(Asagiri)级导弹驱逐舰";"驱逐舰";"日本"
"051C级驱逐舰";"驱逐舰";"中国"
"“榛名”（Haruna）级导弹驱逐舰";"驱逐舰";"日本"
"“絮弗伦”(Suffren)级导弹驱逐舰";"驱逐舰";"法国"
"“勇敢”(Audace)级导弹驱逐舰";"驱逐舰";"意大利"
"“图尔维尔”(F 67型)级导弹驱逐舰";"驱逐舰";"法国"
"“初雪”(Hatsuyuki)级导弹驱逐舰／通用驱逐舰";"驱逐舰";"日本"
"“广开土大王”（KDX-1）级导弹驱逐舰";"驱逐舰";"韩国"
"“基林”（Gearing）级通用驱逐舰";"驱逐舰";"美国"
"“费雷”（“勇敢”）级导弹驱逐舰";"驱逐舰";"英国"
"“村雨”(MuraSame)级导弹驱逐舰／通用驱逐舰";"驱逐舰";"日本"
"“现代”（Sovremenny）级导弹驱逐舰";"驱逐舰";"苏/俄"
"“白根”(Shirane)级导弹驱逐舰／直升机驱逐舰";"驱逐舰";"日本"
"“太刀风”（Tachikaze）级导弹驱逐舰";"驱逐舰";"日本"
"“金刚”(kongou)级导弹驱逐舰";"驱逐舰";"日本"
"“高波”级导弹驱逐舰／通用驱逐舰";"驱逐舰";"日本"
"“旗风”（Hatakaze）级导弹驱逐舰";"驱逐舰";"日本"
"“卡辛”级（Kashin）导弹驱逐舰";"驱逐舰";"苏/俄"
"“无畏”(Udaloy）级导弹驱逐舰";"驱逐舰";"苏/俄"
"“泰州”号(138)驱逐舰";"驱逐舰";"中国"
"“无畏”Ⅱ（“弗里盖”级，1155.1型）级导弹驱逐舰";"驱逐舰";"苏/俄"
"42型（Batch1/2）导弹驱逐舰";"驱逐舰";"英国"
"“山云”（Yamagumo）级导弹驱逐舰／反潜驱逐舰";"驱逐舰";"日本"
"42型（Batch 3）驱逐舰";"驱逐舰";"英国"
"KDX－2级导弹驱逐舰";"驱逐舰";"韩国"
"“杭州”号(136)驱逐舰";"驱逐舰";"苏/俄"
"“深圳”号(167)导弹驱逐舰";"驱逐舰";"中国"
"“斯普鲁恩斯”级导弹驱逐舰";"驱逐舰";"美国"
"“济南”号(105) 驱逐舰";"驱逐舰";"中国"
"“广州”号(168)驱逐舰";"驱逐舰";"中国"
"“南京”号(131)驱逐舰";"驱逐舰";"中国"
"“武汉”号(169) 驱逐舰";"驱逐舰";"中国"
"“大连”号(110) 驱逐舰";"驱逐舰";"中国"
"松级/Matsu 驱逐舰";"驱逐舰";"日本"
"“合肥”号(132)";"驱逐舰";"中国"
"“长沙”号(161) 导弹驱逐舰";"驱逐舰";"中国"
"“福州”号(137)驱逐舰";"驱逐舰";"苏/俄"
"初春级/Hatsuharu 驱逐舰";"驱逐舰";"日本"
"“遵义”号(134) 驱逐舰";"驱逐舰";"中国"
"“宁波”号(139)驱逐舰";"驱逐舰";"苏/俄"
"“开封”号(109)";"驱逐舰";"中国"
"“重庆”号(133) 驱逐舰";"驱逐舰";"中国"
"“青岛”号(113)";"驱逐舰";"中国"
"旅大级驱逐舰";"驱逐舰";"中国"
"“哈尔滨”号(112)";"驱逐舰";"中国"
"“南宁”号(162) ";"驱逐舰";"中国"
"“珠海”号(166)";"驱逐舰";"中国"
"“桂林”号(164) 驱逐舰";"驱逐舰";"中国"
"“南昌”号(163)";"驱逐舰";"中国"
"“湛江”号(165)驱逐舰";"驱逐舰";"中国"
"“西宁”号(108) ";"驱逐舰";"中国"
"“西安”号(106) ";"驱逐舰";"中国"
"“兰州”号(170)驱逐舰";"驱逐舰";"中国"
"“银川”号(107) ";"驱逐舰";"中国"
"爱宕级驱逐舰";"驱逐舰";"日本"
"石家庄舰(116)驱逐舰";"驱逐舰";"中国"
"天津风级驱逐舰";"驱逐舰";"日本"
"沈阳号(115)导弹驱逐舰";"驱逐舰";"中国"
"“崔莹”号驱逐舰";"驱逐舰";"韩国"
"“栗谷李珥”号宙斯盾舰";"驱逐舰";"韩国"
"“王建”号驱逐舰";"驱逐舰";"韩国"
"鞍山级驱逐舰";"驱逐舰";"中国"
"“世宗大王”号宙斯盾驱逐舰";"驱逐舰";"韩国"
"高月级驱逐舰";"驱逐舰";"日本"
"“权栗”号宙斯盾舰";"驱逐舰";"韩国"
"出云号直升机驱逐舰";"驱逐舰";"日本"
"本森级/Benson 驱逐舰";"驱逐舰";"美国"
"考德威尔级/Caldwell";"驱逐舰";"美国"
"格里德利级驱逐舰/Gridley";"驱逐舰";"美国"
"波特级驱逐舰/Porter";"驱逐舰";"美国"
"马汉级驱逐舰/Mahan";"驱逐舰";"美国"
"桑普森级驱逐舰/Tucker";"驱逐舰";"美国"
"索墨斯级驱逐舰/Somers";"驱逐舰";"美国"
"克莱姆森级驱逐舰/Clemson ";"驱逐舰";"美国"
"邓拉普级驱逐舰/Dunlap";"驱逐舰";"美国"
"埃德索尔级/Edsal驱逐舰";"驱逐舰";"美国"
"贝纳姆级驱逐舰/Benham";"驱逐舰";"美国"
"维克斯级驱逐舰/Wickes ";"驱逐舰";"美国"
"西姆斯级/Sims";"驱逐舰";"美国"
"睦月级/Mutsuki 驱逐舰";"驱逐舰";"日本"
"拉德罗级/Rudderow ";"驱逐舰";"美国"
"格立夫斯级/Gleaves 驱逐舰";"驱逐舰";"美国"
"秋月级/Akizuki";"驱逐舰";"日本"
"白露级/Shiratsuyu驱逐舰";"驱逐舰";"日本"
"吹雪级/Fubuki 驱逐舰";"驱逐舰";"日本"
"阳炎级/Kagero 驱逐舰";"驱逐舰";"日本"
"岛风级/Shimakaze 驱逐舰";"驱逐舰";"日本"
"晓级/Akatsuki 驱逐舰";"驱逐舰";"日本"
"夕云级/Yugumo 驱逐舰";"驱逐舰";"日本"
"峰风级/Minekaze驱逐舰";"驱逐舰";"日本"
"朝潮级/Asashio 驱逐舰";"驱逐舰";"日本"
"DDG1000朱姆沃尔特驱逐舰";"驱逐舰";"美国"
"鹰级/Aigle/埃格利";"驱逐舰";"法国"
"部族级驱逐舰/Tribal";"驱逐舰";"英国"
"Z级驱逐舰";"驱逐舰";"德国"
"神风级/Kamikaze";"驱逐舰";"日本"
"V/W级驱逐舰";"驱逐舰";"英国"
"兵器级驱逐舰/Weapon";"驱逐舰";"英国"
"“尼泰罗伊”(Niteroi）级护卫舰";"护卫舰";"英国"
"“佩里”(Oliver Hazard Perry)级导弹护卫舰";"护卫舰";"美国"
"独立号濒海战斗舰(LCS-2)战斗舰";"护卫舰";"美国"
"“维林根”（Wielingen）级（E-71型）护卫舰";"护卫舰";"比利时"
"056型护卫舰";"护卫舰";"中国"
"成功级护卫舰";"护卫舰";"中国"
"“索尔兹伯里”(Salisbury）级 (61型）通用护卫舰";"护卫舰";"英国"
"“大刀”(Broadsword，22型Batch 1）级导弹护卫舰";"护卫舰";"英国"
