"name";"type";"country"
"w99式82毫米速射迫击炮";"迫击炮";"中国"
"麦克唐纳F-15E“打击鹰” 双座双发打击战斗机";"战斗机";"美国"
"歼-16战机";"战斗机";"中国"
"LCA战斗机";"战斗机";"印度"
"F-35“闪电II”";"战斗机";"美国"
"FC-1“枭龙”/JF-17“雷电”多用途攻击机";"战斗机";"中国"
"歼-11战斗机";"战斗机";"中国"
"F-15鹰式战斗机";"战斗机";"美国"
"F-16“战隼”";"战斗机";"美国"
"苏-27战斗机";"战斗机";"苏/俄"
"歼-31战斗机";"战斗机";"中国"
"歼-20战斗机";"战斗机";"中国"
"苏-30/苏-33“侧卫” 制空战斗机和对地攻击机";"战斗机";"苏/俄"
"波音FB-1";"战斗机";"美国"
"P-59“空中彗星”战斗机";"战斗机";"美国"
"F/A-18E/F/G“超级大黄蜂”舰载攻击/战斗机";"战斗机";"美国"
"SE 5a/E战斗机";"战斗机";"美国"
"P-51A";"战斗机";"美国"
"XP-26“玩具枪”单座单翼战斗机";"战斗机";"美国"
"波音PW-9单座单发双翼战斗机";"战斗机";"美国"
"贝尔P-63“眼镜蛇王”单翼战斗机";"战斗机";"美国"
"歼-7型战斗机";"战斗机";"中国"
"AMX攻击战斗机";"战斗机";"巴西"
"P-39“空中眼镜蛇”";"战斗机";"美国"
"“鹰”200轻型多用途战斗机";"战斗机";"英国"
"歼-10战斗机";"战斗机";"中国"
"“幻影”Ⅲ/5/50喷气战斗机";"战斗机";"法国"
"“幻影”2000防空／多用途战斗机";"战斗机";"法国"
"“幻影”2000D/N攻击机";"战斗机";"法国"
"EMB-314M（A-29）“超巨嘴鸟” ";"战斗机";"巴西"
"波音F4B-1战斗机";"战斗机";"美国"
"苏-32/苏-33U/苏-34“后卫”远程战斗机/攻击机";"战斗机";"苏/俄"
"EF2000“台风”战斗机";"战斗机";"英国"
"幻影F1战斗机";"战斗机";"法国"
"F9F战斗机";"战斗机";"美国"
"阵风战斗机";"战斗机";"法国"
"波音F2B-1战斗机";"战斗机";"美国"
"洛克希德F-104“星战斗机”";"战斗机";"美国"
"FD/FH“鬼怪”";"战斗机";"美国"
"F4D/F-6“天光”战斗机";"战斗机";"美国"
"F11F/F-11'“虎""";"战斗机";"美国"
"F/A-18A-D“大黄蜂”";"战斗机";"美国"
"F-94“星火”战斗机";"战斗机";"美国"
"F3D/F-10“空中骑士”";"战斗机";"美国"
"F-80/TO/TV“流星”喷射战斗机";"战斗机";"美国"
"F9F-9“美洲狮”轰炸机";"战斗机";"美国"
"F-14“雄猫”战斗机";"战斗机";"美国"
"F-100“超佩刀” 战斗轰炸机";"战斗机";"美国"
"F-117“夜鹰”";"战斗机";"美国"
"F/RF/86A-H “佩刀”";"战斗机";"美国"
"F-86D/K/L “佩刀猛犬”";"战斗机";"美国"
"L-17/U-18“纳维翁” 联络机/通用机";"战斗机";"美国"
"F7U“弯刀”";"战斗机";"美国"
"F-22“猛禽”战斗机";"战斗机";"美国"
"F3H/F-3“恶魔”";"战斗机";"美国"
"F-15A-D“鹰”";"战斗机";"美国"
"F2H/F-2“女妖”";"战斗机";"美国"
"F-82“双野马”";"战斗机";"美国"
"F-4“鬼怪Ⅱ”";"战斗机";"美国"
"F/RF-101E“魔术师”";"战斗机";"美国"
"FJ/F-1“狂怒”";"战斗机";"美国"
"F-5A/B“自由战士";"战斗机";"美国"
"F8U/F-8“十字军战士”";"战斗机";"美国"
"F6F“泼妇”";"战斗机";"美国"
"F6U“海盗船”";"战斗机";"美国"
"F/RF-84F“雷电”";"战斗机";"美国"
"F-105“雷公”战斗轰炸机";"战斗机";"美国"
"F-5E“虎II”";"战斗机";"美国"
"P-40“战斧”";"战斗机";"美国"
"F-84“雷电喷气”";"战斗机";"美国"
"F-89“蝎子”";"战斗机";"美国"
"FR“火球”";"战斗机";"美国"
"P-40 “战鹰/小鹰”";"战斗机";"美国"
"F7F“虎猫”战斗机";"战斗机";"美国"
"P-47“雷电”战斗机";"战斗机";"美国"
"P-51D/K“野马”";"战斗机";"美国"
"F4U/FG-1“海盗”";"战斗机";"美国"
"P-61“黑寡妇”战斗机";"战斗机";"美国"
"P-51B/C“野马”";"战斗机";"美国"
"F4F/FM“野猫”战斗机";"战斗机";"美国"
"F-102“三角剑”截击战斗机";"战斗机";"美国"
"格鲁曼FF/SF";"战斗机";"美国"
"P-38“闪电”";"战斗机";"美国"
"P-35A";"战斗机";"美国"
"F-106“三角标枪”截击机";"战斗机";"美国"
"格鲁曼F2F/F3F";"战斗机";"美国"
"共和43“长矛”";"战斗机";"美国"
"AT-12“卫兵”";"战斗机";"美国"
"歼-5战斗机";"战斗机";"中国"
"歼-6系列战斗机";"战斗机";"中国"
"苏-24“击剑手”战斗轰炸机";"战斗机";"苏/俄"
"NA-50/-68和P-64";"战斗机";"美国"
"苏-35/苏-37“侧卫-E”  全天候防空战斗机";"战斗机";"苏/俄"
"MB-3";"战斗机";"美国"
"米格-29“支点”战斗机";"战斗机";"苏/俄"
"歼-8系列战斗机";"战斗机";"中国"
"歼-7系列战斗机";"战斗机";"中国"
"FW-190“百舌鸟”战斗机";"战斗机";"德国"
"ME-109战斗机";"战斗机";"德国"
"歼-7B/M型 战斗机";"战斗机";"中国"
"苏-25改进型/苏-25TM/苏-39";"战斗机";"苏/俄"
"歼-9战斗机";"战斗机";"中国"
"歼-11B战斗机 ";"战斗机";"中国"
"J-10B战斗机";"战斗机";"中国"
"T-50战斗机";"战斗机";"苏/俄"
"歼-15战斗机";"战斗机";"中国"
"歼-12战斗机";"战斗机";"中国"
"歼-11BS战斗机 ";"战斗机";"中国"
"米格-25战斗机";"战斗机";"苏/俄"
"J2M雷电局地战斗机";"战斗机";"日本"
"J6K1 阵风 陆上战斗机";"战斗机";"日本"
"J8M1秋水局地战斗机 ";"战斗机";"日本"
"Ki-45屠龙/2式复座战斗机 ";"战斗机";"日本"
"Hs 124战斗机";"战斗机";"德国"
"信天翁D．Ⅲ";"战斗机";"德国"
"A2N/90式舰上战斗机";"战斗机";"日本"
"XF-88战斗机";"战斗机";"美国"
"Ar 68战斗机";"战斗机";"德国"
"J7W1震电战斗机";"战斗机";"日本"
"J1N1/2式夜间战斗机";"战斗机";"日本"
"A6M2-N/二式水上战斗机";"战斗机";"日本"
"1MF/10式舰上战斗机";"战斗机";"日本"
"He 219夜枭战斗机";"战斗机";"德国"
"J.I攻击机";"战斗机";"德国"
"92式战斗机";"战斗机";"日本"
"Ki-201火龙战斗机";"战斗机";"日本"
"Bf 108台风式飞机";"战斗机";"德国"
"Ho 229战斗机";"战斗机";"德国"
"Ki-43隼/1式";"战斗机";"日本"
"Me 263战斗机";"战斗机";"德国"
"Ki-49吞龙轰炸机";"战斗机";"日本"
"He 51战斗机";"战斗机";"德国"
"He100战斗机";"战斗机";"德国"
"J5N天雷双发重型战斗机";"战斗机";"日本"
"Me P.1101战斗机";"战斗机";"德国"
"Me 210战斗机";"战斗机";"德国"
"A7M烈风战斗机";"战斗机";"日本"
"Me 209战斗机";"战斗机";"德国"
"Me-262战斗机";"战斗机";"德国"
"J4M·极电（闪电）局地战斗机";"战斗机";"日本"
"Ta 152战斗机";"战斗机";"德国"
"F-2战斗机";"战斗机";"日本"
"斯帕德S．Ⅶ";"战斗机";"法国"
"ATD-X心神试验机";"战斗机";"日本"
"S1A电光Denko夜间战斗机";"战斗机";"日本"
"脉冲喷射发动机推进式自杀攻击机";"战斗机";"日本"
"A1N三式舰上战斗机";"战斗机";"日本"
"F-15J战斗机";"战斗机";"日本"
"MXY-7樱花特别攻击机";"战斗机";"日本"
"N1K4-J紫电改三二型试作机";"战斗机";"日本"
"NE-12B橘花攻击机";"战斗机";"日本"
"A6M零式战机";"战斗机";"日本"
" N1K1-J 紫电局地战斗机";"战斗机";"日本"
" A5M/96式舰载战斗机";"战斗机";"日本"
"狂风战斗机";"战斗机";"英国"
"Ta 183战斗机";"战斗机";"德国"
"He 112战斗机";"战斗机";"德国"
"Ki-64试作战斗机";"战斗机";"日本"
"Ki-60试作战斗机";"战斗机";"日本"
"Ki-61飞燕/三式战斗机";"战斗机";"日本"
"Ki-27/97式战斗机";"战斗机";"日本"
"Ki-44钟馗/2式单座战斗机";"战斗机";"日本"
"F-1战斗机";"战斗机";"日本"
"九试单座战斗机";"战斗机";"日本"
"Me 265战斗机";"战斗机";"德国"
"Me 329战斗机";"战斗机";"德国"
"89式舰上攻击机";"战斗机";"日本"
"1MF10 七试舰上战斗机";"战斗机";"日本"
"F-16XL战隼战斗机";"战斗机";"美国"
"Ki-93试作袭击机";"战斗机";"日本"
"Ki-94-1高高度战斗机";"战斗机";"日本"
"Ki-96试作双发战斗机";"战斗机";"日本"
"Ki-83远距离战斗机";"战斗机";"日本"
"J1N1-S月光夜间战斗机 ";"战斗机";"日本"
"Ki-84疾风/四式战斗机";"战斗机";"日本"
"Ki-87试作高高度战斗机";"战斗机";"日本"
"雅克-38战斗机";"战斗机";"苏/俄"
"雅克-25战斗机";"战斗机";"苏/俄"
"米格-1战斗机";"战斗机";"苏/俄"
"Ki-98试作战斗袭击机";"战斗机";"日本"
"Ki-94-2高高度战斗机";"战斗机";"日本"
"Ki-100/五式战斗机";"战斗机";"日本"
"雅克-28战斗机";"战斗机";"苏/俄"
"P1Y2-S/极光夜间战斗机";"战斗机";"日本"
"雅克-15战斗机";"战斗机";"苏/俄"
"13试双发陆上战斗机";"战斗机";"日本"
"“管鼻燕”式舰载战斗机";"战斗机";"英国"
"F4U 海盗式战斗机";"战斗机";"美国"
"Ki-10/95式战斗机";"战斗机";"日本"
"Ki-108试作高高度战斗机";"战斗机";"日本"
"Ki-109试作特殊防空战斗机";"战斗机";"日本"
"喷火战斗机（Spitfire）";"战斗机";"英国"
"Ki-102/四式战斗袭击机";"战斗机";"日本"
"CR.32战斗机";"战斗机";"意大利"
"弯刀战斗机（Scimitar）";"战斗机";"英国"
"B7A流星舰上攻击机";"战斗机";"日本"
"无畏式战斗机（Defiant）";"战斗机";"英国"
"CW-21战斗机";"战斗机";"美国"
"苍穹(Westland Welkin)战斗机";"战斗机";"英国"
"狂怒(Hawker Fury)战斗机";"战斗机";"英国"
"雅克-141战斗机";"战斗机";"苏/俄"
"Gamecock“斗鸡”式战斗机";"战斗机";"英国"
"大鹏战斗机（Roc）";"战斗机";"英国"
"Gloster Meteor“流星”战斗机";"战斗机";"英国"
"萤火虫舰载战斗机（Fairey  Firefly）";"战斗机";"英国"
"鹰-75战斗机";"战斗机";"美国"
"德哈维兰大黄蜂（Hornet）战斗机";"战斗机";"英国"
"飓风战斗机（Hurricane)";"战斗机";"英国"
"蚋式（Folland Gnat）教练/战斗机";"战斗机";"英国"
"雅克-3战斗机";"战斗机";"苏/俄"
"暴风式(Tempest)战斗机";"战斗机";"英国"
"雅克-1战斗机";"战斗机";"苏/俄"
"骆驼战斗机（Sopwith Camel）";"战斗机";"英国"
"海怒战斗机（Hawker Sea Fury）";"战斗机";"英国"
"莽汉战斗机（Hotspur）";"战斗机";"英国"
"B-24“贼鸥”（Skua）式战斗轰炸机";"战斗机";"英国"
"英俊战士（Beaufighter）重型战斗机";"战斗机";"英国"
"福克D.VII战斗机";"战斗机";"德国"
"Me 163战斗机";"战斗机";"德国"
"伊-15战斗机";"战斗机";"苏/俄"
"Re.2000战斗机";"战斗机";"意大利"
"雅克-9战斗机";"战斗机";"苏/俄"
"福克E．Ⅲ战斗机";"战斗机";"德国"
"Bf 110铁面战斗机";"战斗机";"德国"
"雅克-7战斗机";"战斗机";"苏/俄"
"Me 410大黄蜂战斗机";"战斗机";"德国"
"雅克-23战斗机";"战斗机";"苏/俄"
"Dr.I战斗机";"战斗机";"德国"
"雅克-17战斗机";"战斗机";"苏/俄"
"Me 209-II战斗机";"战斗机";"德国"
"Re.2005战斗机";"战斗机";"意大利"
"伊-16战斗机 ";"战斗机";"苏/俄"
"米格-9";"战斗机";"苏/俄"
"I-330/苏-1战斗机";"战斗机";"苏/俄"
"米格-35战斗机 ";"战斗机";"苏/俄"
"米格-27/鞭挞者-D 战斗机";"战斗机";"苏/俄"
"Re.2001战斗机";"战斗机";"意大利"
"Re.2002战斗机";"战斗机";"意大利"
"雅克-38战斗机";"战斗机";"苏/俄"
"伊尔-10攻击机";"战斗机";"苏/俄"
"AUT.18战斗机";"战斗机";"意大利"
"米格-3";"战斗机";"苏/俄"
"CR.42-箭式战斗机";"战斗机";"意大利"
"米格-31战斗机";"战斗机";"苏/俄"
"G.55-人马座战斗机";"战斗机";"意大利"
"G.91战斗机";"战斗机";"意大利"
"CR.32-箭式战斗机";"战斗机";"意大利"
"PWS-10战斗机";"战斗机";"波兰"
"He 162战斗机";"战斗机";"德国"
"G.50-箭式战斗机";"战斗机";"意大利"
"PZL P.1战斗机";"战斗机";"波兰"
"PZL P.6战斗机";"战斗机";"波兰"
"Ba.27战斗机";"战斗机";"意大利"
"米格-21战斗机";"战斗机";"苏/俄"
"米格-17战斗机";"战斗机";"苏/俄"
"MC.200-雷电战斗机";"战斗机";"意大利"
"米格-15战斗机";"战斗机";"苏/俄"
"PZL P.11战斗机";"战斗机";"波兰"
"米格-19战斗机";"战斗机";"苏/俄"
"米格-23战斗机";"战斗机";"苏/俄"
"苏-37战斗机";"战斗机";"苏/俄"
"I-153“海鸥”战斗机";"战斗机";"苏/俄"
"MC.205-雷电战斗机";"战斗机";"意大利"
"MC.202-雷电战斗机";"战斗机";"意大利"
"PZL P.7战斗机";"战斗机";"波兰"
"PZL P.24战斗机";"战斗机";"波兰"
"I-270战斗机";"战斗机";"苏/俄"
"拉-5战斗机";"战斗机";"苏/俄"
"La-11战斗机";"战斗机";"苏/俄"
"苏-15战斗机";"战斗机";"苏/俄"
"拉格-1战斗机";"战斗机";"苏/俄"
"拉格-3战斗机";"战斗机";"苏/俄"
"拉-7战斗机";"战斗机";"苏/俄"
"苏-47金雕式战斗机";"战斗机";"苏/俄"
"纽堡17战斗机";"战斗机";"法国"
"La-9战斗机";"战斗机";"苏/俄"
"苏-17攻击机";"战斗机";"苏/俄"
"F-20虎鲨战斗机";"战斗机";"美国"
"纽波特17战斗机";"战斗机";"法国"
"F-19战斗机";"战斗机";"美国"
"斯帕德VII战斗机";"战斗机";"法国"
"KF-X战斗机";"战斗机";"韩国"
"F-21幼狮战斗机";"战斗机";"以色列"
"CL-1200/X-27枪骑兵";"战斗机";"美国"
"F-15SE沉默鹰式战斗机";"战斗机";"美国"
"幻影4000战斗机";"战斗机";"法国"
"F2A水牛战斗机";"战斗机";"美国"
"AMCA战斗机";"战斗机";"印度"
"霍克II战斗机";"战斗机";"美国"
"YF-17战斗机";"战斗机";"美国"
"YF-23战斗机";"战斗机";"美国"
"F9C战斗机";"战斗机";"美国"
"JAS 39鹰狮战斗机";"战斗机";"瑞典"
"XF13C战斗机";"战斗机";"美国"
"XF-108轻剑战斗机";"战斗机";"美国"
"米格-1.44战斗机";"战斗机";"苏/俄"
"P-43枪骑兵战斗机";"战斗机";"美国"
"P-26战斗机";"战斗机";"美国"
"XF-85小鬼式战斗机";"战斗机";"美国"
"XF-103战斗机";"战斗机";"美国"
"P-36战斗机";"战斗机";"美国"
"IDF战斗机";"战斗机";"中国"
"X-35验证机";"战斗机";"美国"
"F-15 S/MTD试验机";"战斗机";"美国"
"YF-12战斗机";"战斗机";"美国"
"XF5F战斗机";"战斗机";"美国"
"F-CK-1经国号战斗机";"战斗机";"中国"
"里尔35";"战斗机";"美国"
"Saab-35龙战斗机";"战斗机";"瑞典"
"AM“拳师”攻击机";"攻击机";"美国"
"A-6“入侵者”攻击机";"攻击机";"美国"
"英国航宇 FRS.51喷气式战斗攻击机";"攻击机";"英国"
"A-5/RA-5“民团团员” 轰炸机/侦察机";"攻击机";"美国"
"超级军旗攻击机";"攻击机";"法国"
"沃特(N-G)A-7“海盗Ⅱ”";"攻击机";"美国"
"A-10“雷电II”";"攻击机";"美国"
"A4D和A/TA-4“天鹰”";"攻击机";"美国"
"AU-24“公马”攻击机";"攻击机";"美国"
"AD/A-1“空中袭击者”";"攻击机";"美国"
"OV-10“野马” 空中前进控制机/近距离空中支援机";"攻击机";"美国"
"AJ/A-2“野人”";"攻击机";"美国"
"A-17/A-33";"攻击机";"美国"
" B5N/97式1号舰上攻击机";"攻击机";"日本"
"G4M/一式陆上攻击机";"攻击机";"日本"
"夕号试作特殊攻击机";"攻击机";"日本"
"B7A流星舰上攻击机";"攻击机";"日本"
"13式舰上攻击机";"攻击机";"日本"
"神龙特殊攻击机";"攻击机";"日本"
"Hs 129攻击机";"攻击机";"德国"
"AT-3高级教练/轻攻击机";"攻击机";"中国"
"M6A1 晴岚攻击机";"攻击机";"日本"
"Ki-115甲剑特殊攻击机";"攻击机";"日本"
"B5M/97式2号舰上攻击机";"攻击机";"日本"
"苏-25攻击机";"攻击机";"苏/俄"
"伊尔-2攻击机";"攻击机";"苏/俄"
"AV-8海鹞II式攻击机";"攻击机";"英国"
"强-5/番摊（Fantan)";"攻击机";"中国"
"A-37蜻蜓式攻击机";"攻击机";"美国"
"美洲虎攻击机";"攻击机";"英国"
"JH-7/FBC-1/歼轰-7/飞豹";"攻击机";"中国"
"SB2A“海盗”侦察轰炸机";"轰炸机";"美国"
"A3D/A-3“空中战士”";"轰炸机";"美国"
"寇蒂斯R系列鱼雷轰炸机";"轰炸机";"美国"
"B-52H远程轰炸机";"轰炸机";"美国"
"波音B-9单翼轰炸机";"轰炸机";"美国"
"波音B-29“超级空中堡垒”";"轰炸机";"美国"
"寇蒂斯H-12/16";"轰炸机";"美国"
"西飞轰-6中型轰炸机";"轰炸机";"中国"
"波音B-17单翼重型轰炸机";"轰炸机";"美国"
"图-22M“逆火 MRA轰炸机和电子战飞机";"轰炸机";"苏/俄"
"图-95/图-142“熊” 远程轰炸机和海上侦察攻击机";"轰炸机";"苏/俄"
"B/RB-47“同温层喷射”";"轰炸机";"美国"
"B-57“堪培拉”";"轰炸机";"美国"
"图-160“海盗旗” 远程轰炸机";"轰炸机";"苏/俄"
"B-45“龙卷风”";"轰炸机";"美国"
"F8F“熊猫”战斗轰炸机";"轰炸机";"美国"
"F/FB/EF-111战斗轰炸机";"轰炸机";"美国"
"SB2C“地狱俯冲者”";"轰炸机";"美国"
"“堪培拉” 轰炸机/入侵飞机/侦察机";"轰炸机";"英国"
"PB4Y-2“私掠船”";"轰炸机";"美国"
"TBY/TBU“海狼”";"轰炸机";"美国"
"B-2“幽灵” 战略轰炸机";"轰炸机";"美国"
"SBD“无畏式”";"轰炸机";"美国"
"B-32“统治者”";"轰炸机";"美国"
"B-1B“枪骑兵”";"轰炸机";"美国"
"B-25/PBJ“米切尔”";"轰炸机";"美国"
"PBM“水手”";"轰炸机";"美国"
"TBF/TBM“复仇者”";"轰炸机";"美国"
"SBU";"轰炸机";"美国"
"A-20“浩劫”";"轰炸机";"美国"
"A/B-26/JD“入侵者”";"轰炸机";"美国"
"B-26/JM“劫掠者”";"轰炸机";"美国"
"B-24“解放者”";"轰炸机";"美国"
"B/KB-50“超级堡垒”";"轰炸机";"美国"
"BTD “毁灭者”";"轰炸机";"美国"
"B-34/37和PV“文图拉”/“捕鲸叉” ";"轰炸机";"美国"
"B-36“和平卫士”";"轰炸机";"美国"
"B-58“盗贼”";"轰炸机";"美国"
"B-66“破坏者”";"轰炸机";"美国"
"MB-2/NBS-1";"轰炸机";"美国"
"F-51D“野马”MK2 ";"轰炸机";"美国"
"B-10/12/14";"轰炸机";"美国"
"诺思罗普BT";"轰炸机";"美国"
"SB2U“辩护者”";"轰炸机";"美国"
"B-23“龙”";"轰炸机";"美国"
"凯斯通轻型轰炸机系列";"轰炸机";"美国"
"马丁BM";"轰炸机";"美国"
"A-31/35“复仇者”";"轰炸机";"美国"
"大湖BG-1";"轰炸机";"美国"
"G5N深山/13试陆基轰炸机";"轰炸机";"日本"
"R.VI轰炸机";"轰炸机";"德国"
"Do 217轰炸机";"轰炸机";"德国"
"Fi 167鱼雷轰炸机";"轰炸机";"德国"
"Do 335箭式战斗机";"轰炸机";"德国"
"He 115水上轰炸机";"轰炸机";"德国"
"Do 17轰炸机";"轰炸机";"德国"
"D4Y彗星舰载俯冲轰炸机";"轰炸机";"日本"
"Bf 162轰炸机";"轰炸机";"德国"
"G3M/九六式陆上攻击机";"轰炸机";"日本"
"Ar 234闪电式轰炸机";"轰炸机";"德国"
"He 177鹰狮式轰炸机";"轰炸机";"德国"
"Hs 132轰炸机";"轰炸机";"德国"
"He 118俯冲轰炸机";"轰炸机";"德国"
"Ju 188轰炸机";"轰炸机";"德国"
"D1A九四/九六式俯冲轰炸机";"轰炸机";"日本"
"Ju 290轰炸机";"轰炸机";"德国"
"Ju 89轰炸机";"轰炸机";"德国"
"Me 264轰炸机";"轰炸机";"德国"
"G8N连山重轰炸机";"轰炸机";"日本"
"He 111轰炸机";"轰炸机";"德国"
"Ju 87斯图卡俯冲轰炸机";"轰炸机";"德国"
"Ju 88轰炸机";"轰炸机";"德国"
"Ki-21/97式重爆击机";"轰炸机";"日本"
"Ki-77长距离研究机 ";"轰炸机";"日本"
"Ki-48/99式双发轻爆击机";"轰炸机";"日本"
"Ki-91试作远距离爆撃机";"轰炸机";"日本"
"P1Y 银河轰炸机";"轰炸机";"日本"
"G10N富士山轰炸机";"轰炸机";"日本"
"Ki-67飞龙/四式重爆撃机 ";"轰炸机";"日本"
"Ki-51/九九式袭撃机";"轰炸机";"日本"
"B6N天山舰上攻击机";"轰炸机";"日本"
"乌拉尔轰炸机";"轰炸机";"德国"
"Ki-66试作急降下爆撃机";"轰炸机";"日本"
"D3A“99”式舰载俯冲轰炸机";"轰炸机";"日本"
"阿米奥-143（Amiot-143）轰炸机";"轰炸机";"法国"
"巴特尔（Fairey Battle）轰炸机";"轰炸机";"英国"
"DH98蚊式（Mosquito）轰炸机";"轰炸机";"英国"
"阿米奥-340（Amiot-340）轰炸机";"轰炸机";"法国"
"A-12俯冲轰炸机";"轰炸机";"美国"
"BF2C单发单座双翼战斗机";"轰炸机";"美国"
"Ki-32/98式俯冲轰炸机";"轰炸机";"日本"
"TSR-2轰炸机";"轰炸机";"英国"
"A-16俯冲轰炸机";"轰炸机";"美国"
"哈利法克斯轰炸机";"轰炸机";"英国"
"Ki-30/97式俯冲轰炸机";"轰炸机";"日本"
"阿米奥-354(Amiot-354)轰炸机";"轰炸机";"法国"
"“布伦海姆”轻型轰炸机";"轰炸机";"英国"
"“胜利者”中程战略轰略机";"轰炸机";"英国"
"剑鱼式鱼雷轰炸机（Swordfish）";"轰炸机";"英国"
"梭鱼式(Barracuda)鱼雷轰炸机";"轰炸机";"英国"
"强-6";"轰炸机";"中国"
"“火神”轰炸机";"轰炸机";"英国"
"F-107终极佩刀战斗机";"轰炸机";"美国"
"维克斯威灵顿式中型轰炸机";"轰炸机";"英国"
"肖特斯特林（Short Stirling）轰炸机";"轰炸机";"英国"
"阿佛罗兰卡斯特重型轰炸机";"轰炸机";"英国"
"布里斯托“波弗特”式鱼雷轰炸机";"轰炸机";"英国"
"曼彻斯特（Manchester）轰炸机";"轰炸机";"英国"
"雅克-6双引擎多用途飞机";"轰炸机";"苏/俄"
"CANT Z.1007-翠鸟轰炸机";"轰炸机";"意大利"
"PWS-19轰炸机";"轰炸机";"波兰"
"PZL.30轰炸机";"轰炸机";"波兰"
"雅克-2 轰炸机";"轰炸机";"苏/俄"
"BR.20轰炸机";"轰炸机";"意大利"
"Ca.90轰炸机";"轰炸机";"意大利"
"PZL.38轰炸机";"轰炸机";"波兰"
"PZL.23轰炸机";"轰炸机";"波兰"
"PZL.37轰炸机";"轰炸机";"波兰"
"Ca.4轰炸机";"轰炸机";"意大利"
"Ca.3 轰炸机";"轰炸机";"意大利"
"PZL.43轰炸机";"轰炸机";"波兰"
"图-4公牛轰炸机";"轰炸机";"苏/俄"
"图-2/ANT-50轰炸机";"轰炸机";"苏/俄"
"Pe-8/TB-7重型轰炸机";"轰炸机";"苏/俄"
"PZL.46轰炸机";"轰炸机";"波兰"
"阿米奥-350轰炸机";"轰炸机";"法国"
"幻影IV轰炸机";"轰炸机";"法国"
"佩-2轻轰炸机";"轰炸机";"苏/俄"
"雅克-4 型侦察/轰炸机";"轰炸机";"苏/俄"
"苏-34/鸭嘴兽战斗轰炸机";"轰炸机";"苏/俄"
"图-119轰炸机";"轰炸机";"苏/俄"
"M-50野蛮人轰炸机";"轰炸机";"苏/俄"
"K-7巨型轰炸机";"轰炸机";"苏/俄"
"伊尔-4/Il-4/DB-3轰炸机";"轰炸机";"苏/俄"
"SBC俯冲轰炸机";"轰炸机";"美国"
"SB轰炸机";"轰炸机";"苏/俄"
"轰-5轰炸机";"轰炸机";"中国"
"苏-7/装配匠-A战斗轰炸机";"轰炸机";"苏/俄"
"XB-70瓦尔基里轰炸机";"轰炸机";"美国"
"B-18轰炸机";"轰炸机";"美国"
"水轰-5水上反潜轰炸机";"轰炸机";"中国"
"伊尔-28战术轰炸机";"轰炸机";"苏/俄"
"B-1枪骑兵轰炸机";"轰炸机";"美国"
"教练-8/K-8“喀喇昆仑山”";"教练机";"中国"
"T-34C“涡轮导师”";"教练机";"美国"
"39-A双翼飞机";"教练机";"美国"
"比奇T-42“科奇斯”";"教练机";"美国"
"T-1A“苍鹰”";"教练机";"美国"
"波音C型";"教练机";"美国"
"“F飞船”";"教练机";"美国"
"N-9教练机";"教练机";"美国"
"40F双座水上教练机";"教练机";"美国"
"比奇T-34“导师”教练机";"教练机";"美国"
"A-1“推进者”";"教练机";"美国"
"PT/NS“西点军校生”双翼教练机";"教练机";"美国"
"T67 “萤火虫”基础教练机";"教练机";"英国"
"EMB-312 “巨嘴鸟”教练机";"教练机";"巴西"
"NB-1双座双翼初级教练机";"教练机";"美国"
"北美T-28 “特洛伊人/游牧民”";"教练机";"美国"
"T2V/T-1“海星”";"教练机";"美国"
"初教-6A基础教练机";"教练机";"中国"
"雅克-130 高级教练机";"教练机";"意大利"
"SOKO G-4“超海鸥” 喷气式武装教练机";"教练机";"波黑"
"T-33/TV-2 ";"教练机";"美国"
"JN-4“詹尼”";"教练机";"美国"
"米格-AT 高级教练机";"教练机";"苏/俄"
"T-45“苍鹰”中级/高级喷气教练机";"教练机";"美国"
"T-2“橡树” 教练机";"教练机";"美国"
"T-47/UC-35“奖状”";"教练机";"美国"
"AT-8/17/UC-78“短尾猫”";"教练机";"美国"
"AT-21“机枪手”";"教练机";"美国"
"PQ-14/TD2C-1";"教练机";"美国"
"T-41“梅斯卡勒罗人”";"教练机";"美国"
"T-6A“德克萨斯人II”";"教练机";"美国"
"T-38“禽爪” 高级教练机";"教练机";"美国"
"AT-9";"教练机";"美国"
"BC/AT-6/SNJ“德克萨斯人”";"教练机";"美国"
"T-39 “佩刀客”";"教练机";"美国"
"A-8/PQ-8/TOC-2";"教练机";"美国"
"T-37“鸣叫”和A/QA-37“龙蝇” ";"教练机";"美国"
"PT-19/23/26“康奈尔”";"教练机";"美国"
"VE-7/9教练机";"教练机";"美国"
"NP";"教练机";"美国"
"N2T“导师”";"教练机";"美国"
"PT-16/20/21/22和NR-1“补充兵”";"教练机";"美国"
"BT-13/15和SNV-1/2“勇士”";"教练机";"美国"
"沃多霍迪L-39/L-139/L-59/L-159高级喷气教练机和轻型攻击机";"教练机";"捷克"
"T/CT-43和T-40“快船”";"教练机";"美国"
"海军飞机制造厂N3N ";"教练机";"美国"
"BT-9/14和NJ-1";"教练机";"美国"
"P2M/P3M";"教练机";"美国"
"教-8（K-8）教练机";"教练机";"中国"
"初教-6";"教练机";"中国"
"初教-5";"教练机";"中国"
"歼教-7型";"教练机";"中国"
"教练-11（K-8）";"教练机";"中国"
"运教5";"教练机";"中国"
"Q-5J强击教练机";"教练机";"中国"
"歼教1教练机";"教练机";"中国"
